"test_num","test_name","metric_name","status","metric_val","commit_message","commit_SHA","commit_date","benchmark_date","benchmark_most_recent_SHA"
3,"Inf penalty returns list","runtime (in seconds)","Pass",0.0009521,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for non-numeric penalty","runtime (in seconds)","Pass",0.0039984,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for NAN penalty","runtime (in seconds)","Pass",0.0038014,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for negative penalty","runtime (in seconds)","Pass",0.0038012,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for file that does not exist","runtime (in seconds)","Pass",0.0039699,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for three column data file","runtime (in seconds)","Pass",0.0038402,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for non-integer data","runtime (in seconds)","Pass",0.0037141,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error for no data","runtime (in seconds)","Pass",0.0037248,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error if segments file unwritable","runtime (in seconds)","Pass",0.0039661,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
3,"error if loss file unwritable","runtime (in seconds)","Pass",0.0042753,"Update main.yml","5434856e85618471ae22ceb1bb0a4ea5a7f9a234",2020-05-07 21:38:23,2020-05-07 21:47:35,"5434856e85618471ae22ceb1bb0a4ea5a7f9a234"
